Title,Date,Price,Bedrooms,Link,ZipCode
bedstuy~clinton hill~5 bed flex~2 full baths ~backyard~fully renovated,2020-02-03 20:22,$3999,5br - 1200ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuyclinton-hill5-bed-flex2/7068617134.html,11216
Cute Studio in Prime Crown Heights!,2020-02-03 18:51,$1900,,https://newyork.craigslist.org/brk/apa/d/brooklyn-cute-studio-in-prime-crown/7068568730.html,11216
Spacious Crown Heights Apartment,2020-02-03 18:15,$2500,,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-crown-heights/7068547224.html,11216
HUGE LOFT/ARTISTS CALL! GYM/ROOF/PETS//MOVIE THEATER!,2020-02-03 17:54,$2650,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-loft-artists-call-gym/7068533985.html,11216
3/1 Prime Williamsburg large VERY sunny 1 bedroom apt (3 rooms!),2020-02-03 17:35,$2400,1br - 750ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3-1-prime-williamsburg-large/7068521718.html,11216
NEW 2 BD DUPLEX!! DISHWASHER**LAUNDRY**PRIVATE BALCONY*NO FEE !!,2020-02-03 16:59,$2750,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-new-2-bd-duplex/7068496720.html,11216
Great Location! Beautiful Modern Crown Heights 4 Bed! No Fee,2020-02-03 16:11,$3999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-location-beautiful/7068462437.html,11216
No Fee 3 Bed / 2 Bath with HUGE private terrace,2020-02-03 16:09,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-3-bed-2-bath-with-huge/7068460265.html,11216
* BED STUY * 2BR PENTHOUSE DPLX DECK& BALCONY * AC TRAINS * NO FEE *,2020-02-03 14:54,$2745,2br - 850ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stuy-2br-penthouse-dplx/7068403173.html,11216
INCREDIBLY STUNNING BRAND NEW UNIT IN AWESOME LOCATION!!!!,2020-02-08 10:30,$2595,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-incredibly-stunning-brand-new/7071366613.html,11233
BRAND NEW BUILDING RIGHT NEAR A/C TRAINS,2020-02-08 10:30,$2495,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-building-right-near/7071353121.html,11233
Huge spacious Newly Renovated 2 bedroom close to All,2020-02-08 09:01,$1999,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-spacious-newly-renovated/7071392666.html,11233
INCREDIBLY STUNNING BRAND NEW UNIT IN AWESOME LOCATION!!!!,2020-02-08 08:21,$2495,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-incredibly-stunning-brand-new/7071376984.html,11233
"Lofts for rent in Williamsburg/Bushwick, Brooklyn",2020-02-08 07:50,$3600,,https://newyork.craigslist.org/brk/apa/d/brooklyn-lofts-for-rent-in-williamsburg/7071367650.html,11233
HIYOOO! !! 💥💥💥 AMAZING 2 BR !! SUPER AFFORDABLE APARTMENT 💥💥💥,2020-02-07 19:41,$1799,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-hiyooo-amazing-2-br-super/7071207928.html,11233
CITY FEPS 4BR UNIT AVAILABLE FOR MARCH 1ST...PLEASE CONTACT FOR INFO..,2020-02-07 19:04,$2700,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-city-feps-4br-unit-available/7071187928.html,11233
No fee ____ Amazing 3BR for rent __ Backyard ___ Must see,2020-02-07 18:33,$2800,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-amazing-3br-for-rent/7071169982.html,11233
🌈 Newly Renovated 2BR Close to C and JMZ trains. No Fee! 🌈,2020-02-07 18:32,$1970,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-2br-close-to/7071169603.html,11233
"YUGE 3 Bedroom in Cypress Hills | Broadway Jct (A, C) | NO FEE",2020-02-07 16:50,$2350,,https://newyork.craigslist.org/brk/apa/d/brooklyn-yuge-3-bedroom-in-cypress/7071100798.html,11233
Spacious 4 bedroom in Bedford-Stuyvesant ___ NOFEE!,2020-02-07 14:39,$3941,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-4-bedroom-in-bedford/7070998036.html,11233
Large modern 4BR. Close to J train ___ NO FEE!,2020-02-07 14:36,$2600,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-modern-4br-close-to/7070995688.html,11233
Must see ___ Great 1BR for rent ___ rooftop ___ No fee,2020-02-07 14:36,$2050,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-must-see-great-1br-for-rent/7070995076.html,11233
Brand new LARGE 2 bedroom in a new building with roof access.,2020-02-07 13:01,$2300,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-large-2-bedroom-in/7070910116.html,11233
Affordable 1br apt located on the 4th floor of walkup,2020-02-07 12:48,$1750,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-affordable-1br-apt-located-on/7070897345.html,11233
Amazing loft duplex apt -Modern finishes throughout.,2020-02-07 12:45,$2250,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-loft-duplex-apt-modern/7070893980.html,11233
Beautiful Apartment for rent w/ laundry! No Fee! Clean & Renovated!,2020-02-07 12:41,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apartment-for-rent/7070889783.html,11233
Beautiful Duplex Garden Apartment,2020-02-07 11:02,$3525,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-duplex-garden/7070806765.html,11233
EXTRA LARGE 3 BRS WITH TONS OF LIGHT!!!,2020-02-07 09:37,$2500,,https://newyork.craigslist.org/brk/apa/d/brooklyn-extra-large-3-brs-with-tons-of/7070745798.html,11233
Newly Renovated 3 Bedroom/2 Bathroom Apt *NO FEE*,2020-02-06 23:03,$2400,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-3-bedroom-2/7070616827.html,11233
Great deal!!!Spacious 3 br apartment with private backyard,2020-02-06 21:45,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-dealspacious-3-br/7070591664.html,11233
Spacious flex 2br with balcony in Park 21 Building,2020-02-06 17:50,$2308,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-flex-2br-with-balcony/7070475456.html,11233
"Huge space, this large 1br on ground floor is exactly what you need.",2020-02-06 17:24,$2050,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-space-this-large-1br-on/7070458101.html,11233
"NO FEE, Bright 2br in a charming Brownstone avail NOW",2020-02-06 15:54,$2300,,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-bright-2br-in-charming/7070394885.html,11233
LARGE RENOVATED 3 BDRM/ 2 BATH IN PICTURESQUE BED STUY,2020-02-06 15:28,$2500,3br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-renovated-3-bdrm-2-bath/7070375833.html,11233
* STUYVESANT HEIGHTS * NO FEE 1BR HIGH END * A C J TRAINS *,2020-02-06 15:03,$1995,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stuyvesant-heights-no-fee-1br/7070356446.html,11233
spacious three bedroom in prime bedstuy!,2020-02-06 14:01,$2615,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-three-bedroom-in/7070306972.html,11233
"AMAZING 3 BED 1 BATH IN SWEET PART OF BUSHWICK! BY L, JZ, & AC TRAINS!",2020-02-06 13:05,$2500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-3-bed-1-bath-in-sweet/7070261128.html,11233
No Fees 1 Bed 1 Bath - Apartment in Crown Heights,2020-02-06 12:45,$1700,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fees-1-bed-1-bath-apartment/7070244589.html,11233
"3 beds, huge pre-war, large common space, asap , no fee",2020-02-06 11:47,$800,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3-beds-huge-pre-war-large/7070195759.html,11233
🤍NO FEE+1 MONTH FREE RENT🤍1Br Duplex🤍Ocean Hill🤍Laundry🤍J/Z/A/C,2020-02-06 06:48,$2108,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee1-month-free-rent1br/7070044088.html,11233
Newly Renovated Two Bedrooms with Two Bathrooms Apt,2020-02-06 01:12,$2400,2br - 800ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-two-bedrooms/7070007702.html,11233
No fee ___ Superb 3BR / 2BA duplex for rent ___ Must see,2020-02-05 18:37,$3650,3br - 1500ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-superb-3br-2ba-duplex/7069863293.html,11233
3br- Amazing deal!!- Backyard access- No Fee! Available for immediate move in,2020-02-05 17:56,$2600,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3br-amazing-deal-backyard/7069838367.html,11233
Great deal!!!Spacious 3 br apartment with private backyard,2020-02-05 17:39,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-dealspacious-3-br/7069827256.html,11233
Great Deal!! Floor through Bedstuy 3 Bed w/Backyard Access! No Fee,2020-02-05 16:34,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-deal-floor-through/7069783120.html,11233
Amazing deal! Floor through 3 bedroom in great area of Bedstuy_no fee!,2020-02-05 16:30,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-deal-floor-through-3/7069779682.html,11233
Beautiful Apartment for rent w/ laundry! No Fee! Clean & Renovated!,2020-02-05 15:56,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apartment-for-rent/7069755977.html,11233
Amazing 3BR/2 Bath with private backyard...NO FEE...Laundry....Must Se,2020-02-04 22:43,$3650,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-3br-2-bath-with/7069325845.html,11233
Renovated 2 Bdrm Apt Modern Kitchen and Bath nr Trains No FEE,2020-02-04 20:38,$2000,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-2-bdrm-apt-modern/7069280391.html,11233
CITY FEPS 4BR UNIT AVAILABLE FOR MARCH 1ST...PLEASE CONTACT FOR INFO..,2020-02-04 20:14,$2700,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-city-feps-4br-unit-available/7069269414.html,11233
!!Spacious Amazing Natural Sunlight Apt !! w / Roof Access !!,2020-02-04 18:56,$3100,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-amazing-natural/7069228056.html,11233
Prime Bedstuy Huge 2 Beds 2 Bath Private Backyard A/C Trains,2020-02-04 18:40,$3650,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-prime-bedstuy-huge-2-beds-2/7069218922.html,11233
2 BedRoom,2020-02-04 14:18,$2300,1000ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-2-bedroom/7069031832.html,11233
Big 3 Bed in Crown Heights for $2500!!,2020-02-04 14:04,$2500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-big-3-bed-in-crown-heights-for/7069019990.html,11233
Newly renovated Duplex+backyard+basement with access to backyard,2020-02-04 13:30,$4000,3br - 1900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated/7068991366.html,11233
Short-term Lease One Bedroom Apartment- FURNISHED OR UNFURNISHED,2020-02-04 12:25,$1650,,https://newyork.craigslist.org/brk/apa/d/brooklyn-short-term-lease-one-bedroom/7068936607.html,11233
🔥 No Fee🔥Duplex🔥A/C/Z/J/L Trains🔥Privet Backyard,2020-02-04 11:35,$2108,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-feeduplexa-z-l-trainsprivet/7068895296.html,11233
Stunning Apt in Brooklyn* Great Deal* Private Parking,2020-02-03 23:24,$2800,2br - ,https://newyork.craigslist.org/brk/apa/d/ozone-park-stunning-apt-in-brooklyn/7068688192.html,11233
Beautiful Renovated 4 Bed 2 Full Bathroom Apartment For A Great Price!,2020-02-03 21:11,$3100,4br - 1000ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-renovated-4-bed-2/7068640602.html,11233
Beautiful 2 Bed!S.S AppL!Laundry!Rooftop!Central AC!Natural Light!Gem*,2020-02-03 20:36,$1971,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-2-bedss/7068623965.html,11233
Excellent 1 Bed 1.5 Bath Duplex!S.S Appl!WD in Unit!Rooftop!Spacious!,2020-02-03 20:36,$2250,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-excellent-1-bed-15-bath/7068623727.html,11233
Great 2 bedroom apartment in Bedford Stuyvesant-NO FEE!,2020-02-03 20:35,$2250,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-2-bedroom-apartment-in/7068623235.html,11233
Excellent 4 Bed 1 Bath!S.S Appl!Exposed Brick!Spacious!Laundry!Storage,2020-02-03 20:34,$2500,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-excellent-4-bed-1-bathss/7068622953.html,11233
BUSHWICK~BEDSTUY~NEW UNIT~3 BEDS~1 BTH~BRICKWALL~BACKYARD~NO FEE,2020-02-03 19:59,$2600,3br - 980ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwickbedstuynew-unit3-beds1/7068605770.html,11233
Big 1 Bed!,2020-02-03 18:49,$1900,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-big-1-bed/7068567371.html,11233
right 2br in a charming Brownstone avail NOW,2020-02-03 16:14,$2250,,https://newyork.craigslist.org/brk/apa/d/brooklyn-right-2br-in-charming/7068464572.html,11233
Great Location! Beautiful Modern Bedstuy 2 Bed. No Fee!,2020-02-03 15:42,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-location-beautiful/7068440967.html,11233
Great Deal!! Floor through Bedstuy 3 Bed w/Backyard Access! No Fee,2020-02-03 15:39,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-deal-floor-through/7068438901.html,11233
*Beautiful Apt in Crown Heights* Great Location,2020-02-03 14:34,$2400,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apt-in-crown-heights/7068387420.html,11233
Great Deal**Heart of Brooklyn** Stunning apt.,2020-02-03 14:31,$2300,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-dealheart-of-brooklyn/7068384184.html,11233
*BEDSTUY* STUNNING 1 BR APT+2 OFFICE SPACE~D/WASHER~CALL NOW,2020-02-03 14:17,$1999,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuy-stunning-1-br-apt2/7068373097.html,11233
IN STUYVESANT HEIGHTS * 1BR NEWLY RENO * A C J TRAINS * NO FEE,2020-02-03 13:42,$1995,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-in-stuyvesant-heights-1br/7068344492.html,11233
spacious three bedroom in prime bedstuy!,2020-02-03 13:16,$2615,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-three-bedroom-in/7068322188.html,11233
3 bedroom/ no fee / roof deck,2020-02-03 12:29,$2350,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3-bedroom-no-fee-roof-deck/7068281461.html,11233
Amazing 3 Bedroom- Two Blocks A/ C Train* Central Air* Balcony !!,2020-02-03 10:59,$2325,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-3-bedroom-two-blocks-c/7068206894.html,11233
**GORGEOUS HUGE APARTMENT**LAUNDRY IN BLDG**NO FEES**SUPER LOCATION**,2020-02-03 10:31,$2499,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-huge-apartmentlaundry/7068186742.html,11233
There are three full bedrooms and one queen bedroom--all the bedroom,2020-02-03 09:07,$3099,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-there-are-three-full-bedrooms/7068132341.html,11233
updated 2BDRMS - 2nd floor - great closet space,2020-02-02 19:30,$1900,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-updated-2bdrms-2nd-floor-great/7067962688.html,11233
No Brokers Fee -Huge Apt -2.5 Bedrooms -Dishwasher-Gut Renovared,2020-02-02 11:51,$2000,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-brokers-fee-huge-apt-25/7067712792.html,11233
New! Beautiful! Sunny Exposed Brick 2BR w/ Laundry & Roof - NO FEE!,2020-02-02 11:10,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-new-beautiful-sunny-exposed/7067689692.html,11233
Very nice 2 bedroom in a great area!,2020-02-02 10:52,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-nice-2-bedroom-in-great/7067679907.html,11233
"SUPER LARGE 4 beds, tons of natural light, heat hot water inc,",2020-02-02 10:03,$2895,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-super-large-4-beds-tons-of/7067656626.html,11233
Spacious and renovated 3 bedroom with private back yard A C & J Z trai,2020-02-01 21:17,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-and-renovated-3/7067512537.html,11233
GORGEOUS BRAND NEW MODERN 2 BEDROOM UNIT,2020-02-01 17:29,$2345,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-brand-new-modern-2/7067406488.html,11233
Spacious and renovated 3 bedroom with private back yard A C & J Z trai,2020-02-01 12:00,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-and-renovated-3/7067160309.html,11233
✔️✔️NO FEE+1 MONTH FREE RENT💚FLEX 2BRS W/HUGE BACKYARD,2020-02-01 10:11,$2108,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee1-month-free-rentflex/7067081171.html,11233
Stunning 2BR in Beautiful Bed Stuy | No Fee | Clean & Updated!,2020-02-01 09:52,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-2br-in-beautiful-bed/7067070399.html,11233
Spacious and renovated 3 bedroom with private back yard A C & J Z trai,2020-01-31 17:40,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-and-renovated-3/7066796332.html,11233
Great city view! Beatiful 2 br apartment laundry A/C,2020-01-31 16:11,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-city-view-beatiful-2-br/7066735177.html,11233
💫Great 1 BR in Crown Heights. NO FEE💫,2020-01-31 15:27,$1750,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-1-br-in-crown-heights-no/7066703178.html,11233
Large 4 bed available,2020-01-31 13:36,$2854,4br - 1000ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-4-bed-available/7066616715.html,11233
big and beautiful 2 bed/1 bath laundry in bldg Bedstuy | No fee,2020-01-31 13:19,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-big-and-beautiful-2-bed-1-bath/7066603175.html,11233
ASAP Apt Available Newly Reno,2020-01-31 13:06,$2500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-asap-apt-available-newly-reno/7066592800.html,11233
NO FEE+1 MONTH FREE RENT💚GREAT DUPLEX/ON-SITE LAUNDRY🤍SS.APPLIANCES,2020-01-31 11:02,$2108,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee1-month-free-rentgreat/7066492925.html,11233
Very nice 2 bedroom in a great area!,2020-01-31 10:58,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-nice-2-bedroom-in-great/7066489495.html,11233
Open House On Sunday🔥 No Fee🔥Duplex🔥A/C/Z/J/L Trains🔥Backyard,2020-01-31 10:30,$2100,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-open-house-on-sunday-no/7066469599.html,11233
Newly renovated 2BR Close to C and JMZ trains. No Fee!,2020-01-30 19:51,$2100,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-2br-close-to/7066237777.html,11233
🔥 No Fee🔥Duplex🔥A/C/Z/J/L Trains🔥Privet Backyard,2020-01-30 19:37,$2108,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-feeduplexa-z-l-trainsprivet/7066230518.html,11233
Very nice 2 bedroom in a great area!,2020-01-30 18:11,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-very-nice-2-bedroom-in-great/7066183825.html,11233
Charming 2 Bedroom for Rent,2020-01-30 18:07,$1900,2br - 950ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-2-bedroom-for-rent/7066181735.html,11233
Beautiful Newly Renovated Duplex Aptw/ Huge Finished Basement&Backyard,2020-01-30 17:12,$2108,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-newly-renovated/7066146678.html,11233
Large 3 bedroom 2 full bath. No fee,2020-01-30 17:01,$2600,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-3-bedroom-2-full-bath-no/7066139590.html,11233
right 2br in a charming Brownstone avail NOW,2020-01-30 15:58,$2250,,https://newyork.craigslist.org/brk/apa/d/brooklyn-right-2br-in-charming/7066096150.html,11233
NO FEE 2 bed PENTHOUSE with BALCONY!,2020-01-30 15:52,$2500,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-2-bed-penthouse-with/7066092490.html,11233
amazing one bedroom in crown heights won't last,2020-01-30 15:29,$1750,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-one-bedroom-in-crown/7066075765.html,11233
Great Location! Beautiful Modern Bedstuy 2 Bed. No Fee!,2020-01-30 12:01,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-location-beautiful/7065911512.html,11233
Great Deal!! Floor through Bedstuy 3 Bed w/Backyard Access! No Fee,2020-01-30 12:00,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-deal-floor-through/7065910892.html,11233
"$1950 Large 1 bedroom, dishwasher, 2 blocks from A/C Utica av",2020-01-30 11:17,$1950,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-1950-large-1-bedroom/7065878521.html,11233
AN AMAZING 2 BR APTS IN PRIME LOCATION!! WON'T LAST!!,2020-01-30 09:39,$1900,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-an-amazing-2-br-apts-in-prime/7065810603.html,11233
Spacious and renovated 3 bedroom with private back yard A C & J Z trai,2020-01-30 00:06,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-and-renovated-3/7065701950.html,11233
Great city view! Beatiful 2 br apartment laundry A/C,2020-01-29 21:52,$2325,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-city-view-beatiful-2-br/7065661801.html,11233
🌈 Newly Renovated HUGE 2BR On Opposite Sides 🌈 C/J/M/Z Trains 🌈,2020-01-29 20:36,$2099,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-huge-2br-on/7065631272.html,11233
🌈 Great 1.5 Beds 1.5 Bath Laundry In Unit A/C/J/Z Trains 🌈Bedstuy,2020-01-29 20:35,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-15-beds-15-bath-laundry/7065630973.html,11233
🌈 Spacious 4 bedroom Private Backyard Laundry In Unit 🌈 Bedstuy 🌈,2020-01-29 20:18,$3941,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-4-bedroom-private/7065623511.html,11233
💫Spacious 1BR/1.5Bath Duplex with HUGE Basement in Bed-Stuy | NO FEE!💫,2020-01-29 19:08,$2250,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-1br-15bath-duplex/7065588739.html,11233
GORGEOUS BRAND NEW MODERN 2 BEDROOM UNIT,2020-01-29 18:58,$2345,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-brand-new-modern-2/7065583355.html,11233
MAIN 2BR LOCATED AT THE CENTER OF EVERYTHING! A & C TRAINS,2020-01-29 18:52,$2500,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-main-2br-located-at-the-center/7065579870.html,11233
right 2br in a charming Brownstone avail NOW,2020-01-29 17:38,$2250,,https://newyork.craigslist.org/brk/apa/d/brooklyn-right-2br-in-charming/7065536224.html,11233
Spacious and renovated 3 bedroom with private back yard A C & J Z trai,2020-01-29 17:37,$2599,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-and-renovated-3/7065536019.html,11233
right 2br in a charming Brownstone avail NOW,2020-01-29 13:30,$2250,,https://newyork.craigslist.org/brk/apa/d/brooklyn-right-2br-in-charming/7065353262.html,11233
Furnished/Unfurnished 2 Bedroom 1 Bath Available Now,2020-01-29 13:26,$2300,2br - 1000ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-furnished-unfurnished-2/7065349872.html,11233
No Fee + king size bed + 2 Bed and 1 bath in Bushwick,2020-01-29 12:29,$2131,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-king-size-bed-2-bed-and/7065302697.html,11233
❗2 BEDROOM APARTMENT IN OCEAN HILL FOR $1850,2020-01-29 12:26,$1850,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-2-bedroom-apartment-in-ocean/7065299743.html,11233
Nice 2 bed apartment,2020-01-29 10:41,$2600,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-nice-2-bed-apartment/7065216100.html,11233
Amazing 2 bed apartment,2020-01-29 10:10,$2200,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-2-bed-apartment/7065194721.html,11233
great one bedroom apartment,2020-01-28 22:16,$1900,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-one-bedroom-apartment/7065034746.html,11233
Gorgeous modern 2 bedroom in BedStuy - No Fee! - MUST SEE,2020-01-28 21:40,$2300,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-modern-2-bedroom-in/7065021617.html,11233
MALCOMX & FULTON LUXURY TWO BEDROOM AVAILABLE ASAP!,2020-01-28 18:57,$2500,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-malcomx-fulton-luxury-two/7064945403.html,11233
AN AMAZING 2 BR APTS IN PRIME LOCATION!! WON'T LAST!!,2020-01-28 18:40,$1900,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-an-amazing-2-br-apts-in-prime/7064935538.html,11233
"Amazing 1BD/1BA w/private backyard, dog run,W/D/Dishwasher, gym",2020-02-08 09:55,$3536,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-1bd-1ba-private/7071420587.html,11238
Near PRATT 2BR in great area on a tree-lined brownstone block,2020-02-08 09:17,$2395,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-near-pratt-2br-in-great-area/7071400343.html,11238
Huge Beautiful Spacious 2 bedroom in the Heart of Fort Greene,2020-02-08 08:59,$3200,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-beautiful-spacious-2/7071391715.html,11238
**Wonderful LARGE 3BR/1.5 bedroom W/Private Outdoor Space!**,2020-02-08 07:11,$3000,3br - 1300ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-wonderful-large-3br-15-bedroom/7071359210.html,11238
"AMAZING DEALl! HUGE Studio, PERFECT Location!",2020-02-08 07:08,$1799,500ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-deall-huge-studio/7071358719.html,11238
